priority_id,rank,priority_class,risk_level,cell_id,operational_risk_index,forecast_operational_risk_index_24h,forecast_operational_risk_index_48h,forecast_operational_risk_index_72h,location,exposure,road_entity_count,settlement_count,verified_report_ids,report_priority_boost,reason,recommended_action,latitude,longitude
P2-346,356,P2,HIGH,SKM_05920,58.1,55.9,55.3,50.5,MDR / Unnamed OSM road,41 OSM road entities,41,0,[],False,Current Operational Risk Index 58.1/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.300341,88.419821
P2-347,357,P2,HIGH,SKM_03130,57.9,58.1,57.7,54.1,NH310A / Unnamed OSM road,2 OSM road entities,2,0,[],False,Current Operational Risk Index 57.9/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.631317,88.687557
P2-348,358,P2,HIGH,SKM_06296,57.9,54.7,54.4,49.2,Unnamed OSM road,1 OSM road entity,1,0,[],False,Current Operational Risk Index 57.9/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.261571,88.661739
P2-349,359,P2,HIGH,SKM_06670,57.6,57.6,56.0,51.5,Unnamed OSM road,2 OSM road entities,2,0,[],False,Current Operational Risk Index 57.6/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.219515,88.378406
P2-350,360,P2,HIGH,SKM_06407,57.4,58.4,55.9,52.3,Unnamed OSM road,4 OSM road entities,4,0,[],False,Current Operational Risk Index 57.4/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.248931,88.116168
P2-351,361,P2,HIGH,SKM_06507,57.4,58.2,56.2,52.1,Unnamed OSM road,9 OSM road entities,9,0,[],False,Current Operational Risk Index 57.4/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.238054,88.328141
P2-352,362,P2,HIGH,SKM_03196,57.0,56.5,56.4,52.3,NH310A,1 OSM road entity,1,0,[],False,Current Operational Risk Index 57.0/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.62266,88.657025
P2-353,363,P2,HIGH,SKM_06080,57.0,58.9,56.3,52.8,NH510 / Unnamed OSM road,17 OSM road entities,17,0,[],False,Current Operational Risk Index 57.0/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.283837,88.257963
P2-354,364,P2,HIGH,SKM_03336,56.9,56.0,56.3,51.9,NH310A / Unnamed OSM road,2 OSM road entities,2,0,[],False,Current Operational Risk Index 56.9/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.604612,88.656754
P2-355,365,P2,HIGH,SKM_05101,56.7,54.6,54.8,49.7,NH310,1 OSM road entity,1,0,[],False,Current Operational Risk Index 56.7/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.387423,88.704062
P2-356,366,P2,HIGH,SKM_05681,56.6,53.3,53.2,47.9,SH2 · Gangtok - Assam - Pakyong Road / Unnamed OSM road,2 OSM road entities,2,0,[],False,Current Operational Risk Index 56.6/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.324861,88.652575
P2-357,367,P2,HIGH,SKM_05974,56.5,56.7,54.5,51.2,Unnamed OSM road,1 OSM road entity,1,0,[],False,Current Operational Risk Index 56.5/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.294381,88.076204
P2-358,368,P2,HIGH,SKM_03063,56.2,56.4,55.8,52.4,NH310A,1 OSM road entity,1,0,[],False,Current Operational Risk Index 56.2/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.640093,88.707961
P2-359,369,P2,HIGH,SKM_07106,56.2,56.4,54.5,49.9,Unnamed OSM road,1 OSM road entity,1,0,[],False,Current Operational Risk Index 56.2/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.164119,88.498828
P2-360,370,P2,HIGH,SKM_06354,55.7,54.9,53.7,49.1,Unnamed OSM road,5 OSM road entities,5,0,[],False,Current Operational Risk Index 55.7/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.255517,88.38895
P2-361,371,P2,HIGH,SKM_04115,55.4,48.9,49.0,44.7,MDR / Unnamed OSM road,5 OSM road entities,5,0,[],False,Current Operational Risk Index 55.4/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.50685,88.523692
P2-362,372,P2,HIGH,SKM_07387,55.4,57.3,54.7,50.2,NH710 / Unnamed OSM road,4 OSM road entities,4,0,[],False,Current Operational Risk Index 55.4/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.083625,88.427163
P2-363,373,P2,HIGH,SKM_02198,54.5,56.8,57.6,52.4,NH310AG · North Sikkim Highway,1 OSM road entity,1,0,[],False,Current Operational Risk Index 54.5/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.750288,88.547358
P2-364,374,P2,HIGH,SKM_06730,54.2,55.7,53.3,49.4,Unnamed OSM road,1 OSM road entity,1,0,[],False,Current Operational Risk Index 54.2/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.212159,88.196576
P2-365,375,P2,HIGH,SKM_06419,54.1,55.7,53.3,49.7,Unnamed OSM road,12 OSM road entities,12,0,[],False,Current Operational Risk Index 54.1/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.247913,88.237359
P2-366,376,P2,HIGH,SKM_04338,53.9,47.8,48.0,43.6,NH310A · North Sikkim Highway,1 OSM road entity,1,0,[],False,Current Operational Risk Index 53.9/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.479665,88.533438
P2-367,377,P2,HIGH,SKM_05808,53.4,55.0,52.9,49.1,Unnamed OSM road,15 OSM road entities,15,0,[],False,Current Operational Risk Index 53.4/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.311619,88.17743
P2-368,378,P2,HIGH,SKM_05992,53.4,55.4,52.8,49.3,Gyalshing,26 OSM road entities; 1 mapped settlement,26,1,[],False,Current Operational Risk Index 53.4/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.292863,88.258065
P2-369,379,P2,HIGH,SKM_06345,53.1,54.5,52.3,48.4,SH / Unnamed OSM road,9 OSM road entities,9,0,[],False,Current Operational Risk Index 53.1/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.25639,88.298057
P2-370,380,P2,HIGH,SKM_07389,52.9,55.0,52.2,47.7,MDR / NH710 / NH710 · Melli Bridge,5 OSM road entities,5,0,[],False,Current Operational Risk Index 52.9/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.083419,88.44733
P2-371,381,P2,HIGH,SKM_07388,52.4,54.4,51.7,47.2,NH710 / Unnamed OSM road,3 OSM road entities,3,0,[],False,Current Operational Risk Index 52.4/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.083522,88.437247
P2-372,382,P2,HIGH,SKM_04265,51.6,46.0,46.3,41.7,Unnamed OSM road,9 OSM road entities,9,0,[],False,Current Operational Risk Index 51.6/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.488578,88.543683
P2-373,383,P2,HIGH,SKM_06583,51.4,52.6,50.5,46.5,SH / Unnamed OSM road,6 OSM road entities,6,0,[],False,Current Operational Risk Index 51.4/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.229312,88.297742
P2-374,384,P2,HIGH,SKM_03763,50.8,49.1,50.1,45.0,NH310A · North Sikkim Highway / Unnamed OSM road / old North Sikkim Highway,4 OSM road entities,4,0,[],False,Current Operational Risk Index 50.8/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.550707,88.635691
P2-375,385,P2,HIGH,SKM_06578,50.7,52.1,49.8,46.1,Unnamed OSM road,8 OSM road entities,8,0,[],False,Current Operational Risk Index 50.7/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.229771,88.247257
P2-376,386,P2,HIGH,SKM_06077,50.6,52.5,49.9,46.4,Unnamed OSM road,22 OSM road entities,22,0,[],False,Current Operational Risk Index 50.6/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.284106,88.227656
P2-377,387,P2,HIGH,SKM_06260,50.4,51.9,49.5,45.8,SH / Unnamed OSM road,24 OSM road entities,24,0,[],False,Current Operational Risk Index 50.4/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.265416,88.298162
P2-378,388,P2,HIGH,SKM_03834,50.3,48.6,49.8,44.6,NH310A · North Sikkim Highway / Unnamed OSM road / old North Sikkim Highway,7 OSM road entities,7,0,[],False,Current Operational Risk Index 50.3/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.541683,88.635557
P2-379,389,P2,HIGH,SKM_04785,50.2,46.9,47.5,42.4,Phensang,5 OSM road entities; 1 mapped settlement,5,1,[],False,Current Operational Risk Index 50.2/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.424603,88.613598
P2-380,390,P2,HIGH,SKM_06982,50.0,49.3,47.8,43.1,Unnamed OSM road,3 OSM road entities,3,0,[],False,Current Operational Risk Index 50.0/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.181732,88.539437
